文件名,解析时间(ms),内存使用(KB),AST节点数量,结果
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part43/non-incremental/QF_LIA/20220307-SMPT/DatabaseWithMutex-PT-02/RC-07.smt2,5.50217,0,228,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part43/non-incremental/QF_LIA/20220307-SMPT/DatabaseWithMutex-PT-02/RC-08.smt2,10.0293,0,226,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part43/non-incremental/QF_LIA/20220307-SMPT/DatabaseWithMutex-PT-02/RC-09.smt2,9.15048,208,225,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part43/non-incremental/QF_LIA/20220307-SMPT/DatabaseWithMutex-PT-02/RC-10.smt2,6.4416,0,223,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part43/non-incremental/QF_LIA/20220307-SMPT/DatabaseWithMutex-PT-02/RC-11.smt2,6.76309,0,230,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part43/non-incremental/QF_LIA/20220307-SMPT/DatabaseWithMutex-PT-02/RC-12.smt2,5.40917,0,230,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part43/non-incremental/QF_LIA/20220307-SMPT/DatabaseWithMutex-PT-02/RC-13.smt2,8.35753,224,232,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part43/non-incremental/QF_LIA/20220307-SMPT/DatabaseWithMutex-PT-02/RC-14.smt2,5.19142,0,223,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part43/non-incremental/QF_LIA/20220307-SMPT/DatabaseWithMutex-PT-02/RC-15.smt2,5.78288,0,232,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part43/non-incremental/QF_LIA/20220307-SMPT/DatabaseWithMutex-PT-02/RF-00.smt2,5.61085,0,239,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part43/non-incremental/QF_LIA/20220307-SMPT/DatabaseWithMutex-PT-02/RF-01.smt2,9.54682,0,265,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part43/non-incremental/QF_LIA/20220307-SMPT/DatabaseWithMutex-PT-02/RF-02.smt2,5.37326,0,233,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part43/non-incremental/QF_LIA/20220307-SMPT/DatabaseWithMutex-PT-02/RF-03.smt2,7.09732,0,236,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part43/non-incremental/QF_LIA/20220307-SMPT/DatabaseWithMutex-PT-02/RF-04.smt2,8.96342,0,279,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part43/non-incremental/QF_LIA/20220307-SMPT/DatabaseWithMutex-PT-02/RF-05.smt2,5.52663,0,233,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part43/non-incremental/QF_LIA/20220307-SMPT/DatabaseWithMutex-PT-02/RF-06.smt2,5.51858,0,233,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part43/non-incremental/QF_LIA/20220307-SMPT/DatabaseWithMutex-PT-02/RF-07.smt2,13.2505,0,247,成功
